County,School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,school size 10,school size 25,school size 100,school size 250,school size 500,school size 750,school size 1000,school size 1500,school size 2500,school size 5000,average_school_size,metric_average_school_size
bee,Public ISD,SKIDMORE-TYNAN ISD,95.6,Kindergarten,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,258,2.056208
lubbock,Public ISD,SLATON ISD,96.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,234,0
lubbock,Public ISD,SLATON ISD,96.6,Kindergarten,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,234,1.664746667
wise,Public ISD,SLIDELL ISD,76.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.7325,0.74,0.7485,0.749,0.7405,0.7495,0.7475,0.726,497,0.748398
wise,Public ISD,SLIDELL ISD,76.3,Kindergarten,total_infected_mean,2.409,4.314,17.133,43.1665,86.4295,129.234,170.148,258.6675,429.335,833.672,497,85.910344
anderson,Public ISD,SLOCUM ISD,88.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.243,0.392,0.4485,0.443,0.473,0.4475,0.467,0.457,161,0.303593333
anderson,Public ISD,SLOCUM ISD,88.5,Kindergarten,total_infected_mean,1.604,1.9045,5.0675,9.4155,18.472,25.6875,35.536,50.8695,87.868,170.806,161,6.835686667
bastrop,Public ISD,SMITHVILLE ISD,91,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2675,0.3005,0.3165,0.3225,0.3185,0.3575,0.327,399,0.287168
bastrop,Public ISD,SMITHVILLE ISD,91,Kindergarten,total_infected_mean,1,1.8905,3.2485,5.911,8.9515,11.6725,14.648,18.7465,31.002,50.415,399,7.723138
hockley,Public ISD,SMYER ISD,96.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.008,0.01,0.0145,0.015,0.014,431,0
hockley,Public ISD,SMYER ISD,96.8,Kindergarten,total_infected_mean,1,1,1.492,1.5395,1.757,1.8725,1.818,1.9025,1.8745,1.841,431,1.69697
burleson,Public ISD,SNOOK ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,304,0
burleson,Public ISD,SNOOK ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,304,1
scurry,Public ISD,SNYDER ISD,98.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,579,0
scurry,Public ISD,SNYDER ISD,98.6,Kindergarten,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,579,1.232432
el paso,Public ISD,SOCORRO ISD,96.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0045,0.0055,0.0075,0.01,0.0145,0.013,923,0.006884
el paso,Public ISD,SOCORRO ISD,96.9,Kindergarten,total_infected_mean,1,1,1.472,1.579,1.734,1.7755,1.7205,1.776,1.8515,1.7945,923,1.73744
bexar,Public ISD,SOMERSET ACADEMIES OF TEXAS,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,651,0.186714
bexar,Public ISD,SOMERSET ACADEMIES OF TEXAS,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,651,5.480606
bexar,Public ISD,SOMERSET ISD,99.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,526,0
bexar,Public ISD,SOMERSET ISD,99.2,Kindergarten,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,526,1.089296
burleson,Public ISD,SOMERVILLE ISD,96.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.006,0.0125,0.019,0.0195,0.0205,0.0315,189,0
burleson,Public ISD,SOMERVILLE ISD,96.4,Kindergarten,total_infected_mean,1,1,1.482,1.6955,1.9105,1.9345,2.01,2.0765,2.034,2.196,189,1.608676667
sutton,Public ISD,SONORA ISD,97.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,321,0
sutton,Public ISD,SONORA ISD,97.9,Kindergarten,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,321,1.369816
bexar,Public ISD,SOUTH SAN ANTONIO ISD,95,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,552,0.048364
bexar,Public ISD,SOUTH SAN ANTONIO ISD,95,Kindergarten,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,552,2.652424
lubbock,Public ISD,SOUTHLAND ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
lubbock,Public ISD,SOUTHLAND ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Public ISD,SOUTHSIDE ISD,97.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,627,0
bexar,Public ISD,SOUTHSIDE ISD,97.4,Kindergarten,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,627,1.556848
bexar,Public ISD,SOUTHWEST ISD,98.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0015,0.0005,0.0005,824,0
bexar,Public ISD,SOUTHWEST ISD,98.1,Kindergarten,total_infected_mean,1,1,1.132,1.24,1.329,1.406,1.3835,1.407,1.3835,1.3925,824,1.39934
bexar,Public ISD,SOUTHWEST PREPARATORY SCHOOL,92.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.145,0.2025,0.226,0.2075,0.225,0.218,0.245,139,0
bexar,Public ISD,SOUTHWEST PREPARATORY SCHOOL,92.7,Kindergarten,total_infected_mean,1,1.394,2.6885,3.9885,5.4095,6.677,6.922,8.995,10.333,15.896,139,3.0265
harris,Public ISD,SOUTHWEST PUBLIC SCHOOLS,79,Kindergarten,probability_exceeding_10_total_cases,0,0,0.6565,0.7155,0.694,0.708,0.7005,0.701,0.7095,0.721,373,0.704922
harris,Public ISD,SOUTHWEST PUBLIC SCHOOLS,79,Kindergarten,total_infected_mean,2.4185,4.207,13.425,36.138,69.3065,106.4335,139.6755,209.63,354.1505,718.278,373,52.456902
hansford,Public ISD,SPEARMAN ISD,97.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,230,0
hansford,Public ISD,SPEARMAN ISD,97.6,Kindergarten,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,230,1.333333333
montgomery,Public ISD,SPLENDORA ISD,92.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.135,0.213,0.234,0.2115,0.2425,0.2405,0.235,848,0.22518
montgomery,Public ISD,SPLENDORA ISD,92.5,Kindergarten,total_infected_mean,1,1.3605,2.8625,3.9025,5.7615,7.1275,7.313,9.716,12.212,17.054,848,7.200216
carson,Public ISD,SPRING CREEK ISD,71.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.7885,0.7905,0.7855,0.7925,0.7935,0.783,0.7825,0.7965,,0.7855
carson,Public ISD,SPRING CREEK ISD,71.4,Kindergarten,total_infected_mean,2.4405,6.1605,22.723,56.239,110.8975,168.0895,223.6875,331.2825,551.7175,1122.9175,,110.8975
gregg,Public ISD,SPRING HILL ISD,99.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,475,0
gregg,Public ISD,SPRING HILL ISD,99.2,Kindergarten,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,475,1.08345
lamb,Public ISD,SPRINGLAKE-EARTH ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,118,0
lamb,Public ISD,SPRINGLAKE-EARTH ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,118,1
parker,Public ISD,SPRINGTOWN ISD,92.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1575,0.206,0.2215,0.2265,0.239,0.238,0.251,571,0.210402
parker,Public ISD,SPRINGTOWN ISD,92.4,Kindergarten,total_infected_mean,1,1.377,2.659,4.11,5.497,6.8255,7.942,9.8185,13.1565,19.5305,571,5.874294
dickens,Public ISD,SPUR ISD,93.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,192,0
dickens,Public ISD,SPUR ISD,93.3,Kindergarten,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,192,2.89586
tyler,Public ISD,SPURGER ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,198,0
tyler,Public ISD,SPURGER ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,198,1
dallas,Public ISD,ST ANTHONY SCHOOL,46.2,Kindergarten,probability_exceeding_10_total_cases,0,0.8925,0.9005,0.8885,0.899,0.8915,0.9035,0.902,0.9135,0.8825,159,0.89578
dallas,Public ISD,ST ANTHONY SCHOOL,46.2,Kindergarten,total_infected_mean,5.4415,12.609,48.714,120.033,241.881,360.1765,486.049,727.817,1228.4315,2373.4625,159,76.76614
bee,Public ISD,ST MARY'S ACADEMY CHARTER SCHOOL,95.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,282,0.007636
bee,Public ISD,ST MARY'S ACADEMY CHARTER SCHOOL,95.6,Kindergarten,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,282,2.074832
fort bend,Public ISD,STAFFORD MSD,95.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,698,0.054364
fort bend,Public ISD,STAFFORD MSD,95.2,Kindergarten,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,698,2.669588
jones,Public ISD,STAMFORD ISD,97.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,195,0
jones,Public ISD,STAMFORD ISD,97.9,Kindergarten,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,195,1.338066667
martin,Public ISD,STANTON ISD,98.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,354,0
martin,Public ISD,STANTON ISD,98.6,Kindergarten,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,354,1.204612
nacogdoches,Public ISD,STEPHEN F AUSTIN STATE UNIVERSITY CHARTE,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
nacogdoches,Public ISD,STEPHEN F AUSTIN STATE UNIVERSITY CHARTE,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
erath,Public ISD,STEPHENVILLE ISD,94.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0395,0.104,0.0965,0.1045,0.123,0.104,0.1305,596,0.10112
erath,Public ISD,STEPHENVILLE ISD,94.3,Kindergarten,total_infected_mean,1,1.3835,1.985,2.654,3.4235,3.6235,3.7525,4.2045,4.017,5.5055,596,3.5003
sterling,Public ISD,STERLING CITY ISD,76.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.709,0.73,0.7215,0.729,0.748,0.753,0.725,0.7315,82,0
sterling,Public ISD,STERLING CITY ISD,76.5,Kindergarten,total_infected_mean,2.4465,4.304,16.673,41.7615,82.612,125.106,170.026,257.354,412.606,829.7265,82,13.70444
wilson,Public ISD,STOCKDALE ISD,98.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0015,0.0005,0.0005,234,0
wilson,Public ISD,STOCKDALE ISD,98.1,Kindergarten,total_infected_mean,1,1,1.132,1.24,1.329,1.406,1.3835,1.407,1.3835,1.3925,234,1.22848
sherman,Public ISD,STRATFORD ISD,94.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,175,0
sherman,Public ISD,STRATFORD ISD,94.4,Kindergarten,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,175,2.25275
palo pinto,Public ISD,STRAWN ISD,91.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,172,0
palo pinto,Public ISD,STRAWN ISD,91.7,Kindergarten,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,172,3.96032
lamb,Public ISD,SUDAN ISD,93.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1155,0.1755,0.182,0.1965,0.201,0.2065,0.2105,226,0
lamb,Public ISD,SUDAN ISD,93.1,Kindergarten,total_infected_mean,1,1.3855,2.2845,3.642,4.77,5.486,6.2815,7.349,9.1065,12.3575,226,3.4248
hopkins,Public ISD,SULPHUR BLUFF ISD,88.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.232,0.424,0.463,0.462,0.462,0.462,0.4705,0.4695,209,0.37152
hopkins,Public ISD,SULPHUR BLUFF ISD,88.2,Kindergarten,total_infected_mean,1.6205,1.9035,4.956,10.4575,19.4395,29.129,37.004,55.4405,93.6135,184.586,209,8.953756667
hopkins,Public ISD,SULPHUR SPRINGS ISD,95.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,527,0.031984
hopkins,Public ISD,SULPHUR SPRINGS ISD,95.5,Kindergarten,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,527,2.330756
hockley,Public ISD,SUNDOWN ISD,97.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,147,0
hockley,Public ISD,SUNDOWN ISD,97.1,Kindergarten,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,147,1.38928
dallas,Public ISD,SUNNYVALE ISD,93,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1115,0.164,0.1965,0.1855,0.1965,0.2075,0.204,576,0.17388
dallas,Public ISD,SUNNYVALE ISD,93,Kindergarten,total_infected_mean,1,1.385,2.3695,3.6005,4.6535,5.831,6.3265,7.3235,8.96,11.303,576,5.01146
moore,Public ISD,SUNRAY COLLEGIATE ISD,97.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.001,0.002,0.002,0.003,0.0025,197,0
moore,Public ISD,SUNRAY COLLEGIATE ISD,97.7,Kindergarten,total_infected_mean,1,1,1.295,1.375,1.4105,1.517,1.479,1.538,1.495,1.4785,197,1.346733333
brazoria,Public ISD,SWEENY ISD,96.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.006,0.0125,0.019,0.0195,0.0205,0.0315,639,0.009614
brazoria,Public ISD,SWEENY ISD,96.4,Kindergarten,total_infected_mean,1,1,1.482,1.6955,1.9105,1.9345,2.01,2.0765,2.034,2.196,639,1.923844
lavaca,Public ISD,SWEET HOME ISD,90.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.048,0.3,0.3485,0.365,0.3435,0.354,0.341,0.342,155,0.1404
lavaca,Public ISD,SWEET HOME ISD,90.5,Kindergarten,total_infected_mean,1,1.897,3.5605,6.498,10.7845,15.205,17.0495,25.2335,36.8955,69.323,155,4.637583333
nolan,Public ISD,SWEETWATER ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,301,0
nolan,Public ISD,SWEETWATER ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,301,1
uvalde,Private School,Sacred Heart Catholic School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
uvalde,Private School,Sacred Heart Catholic School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
val verde,Private School,Sacred Heart Catholic School,90.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,,0.3095
val verde,Private School,Sacred Heart Catholic School,90.9,Kindergarten,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,,9.136
montgomery,Private School,Sacred Heart Catholic School Conroe,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
montgomery,Private School,Sacred Heart Catholic School Conroe,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,Sacred Heart Catholic School Crosby,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,Sacred Heart Catholic School Crosby,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
lavaca,Private School,Sacred Heart Catholic School Hallettsvil,89.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.1355,0.357,0.386,0.393,0.3895,0.4195,0.413,0.397,,0.386
lavaca,Private School,Sacred Heart Catholic School Hallettsvil,89.5,Kindergarten,total_infected_mean,1.6145,1.91,4.1485,8.181,13.4865,19.22,24.339,37.519,60.2425,113.7155,,13.4865
cooke,Private School,Sacred Heart Catholic School Muenster,91.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
cooke,Private School,Sacred Heart Catholic School Muenster,91.7,Kindergarten,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
wilson,Private School,Sacred Heart School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
wilson,Private School,Sacred Heart School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
fayette,Private School,Sacred Heart School La Grange,92.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1695,0.213,0.2265,0.245,0.244,0.252,0.2545,,0.213
fayette,Private School,Sacred Heart School La Grange,92.3,Kindergarten,total_infected_mean,1,1.3775,2.707,4.2705,5.8965,7.0895,8.6015,10.614,14.1555,20.6645,,5.8965
aransas,Private School,Sacred Heart School Rockport,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
aransas,Private School,Sacred Heart School Rockport,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Private School,Saint Mary's Hall,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
bexar,Private School,Saint Mary's Hall,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,Saint Michael Episcopal School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,Saint Michael Episcopal School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
tarrant,Private School,Saint Peter's Classical School,85.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,,0.5465
tarrant,Private School,Saint Peter's Classical School,85.7,Kindergarten,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,,32.549
harris,Private School,Salem Lutheran School Tomball,90.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.0565,0.2965,0.3325,0.3385,0.348,0.3335,0.3435,0.359,,0.3325
harris,Private School,Salem Lutheran School Tomball,90.7,Kindergarten,total_infected_mean,1,1.914,3.822,6.5325,10.182,13.3285,16.5785,22.1805,34.313,66.772,,10.182
tom green,Private School,San Angelo Christian Academy,91.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
tom green,Private School,San Angelo Christian Academy,91.7,Kindergarten,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
bexar,Private School,San Antonio Academy,97.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0015,0.005,0.005,0.0085,0.008,,0
bexar,Private School,San Antonio Academy,97.2,Kindergarten,total_infected_mean,1,1,1.323,1.433,1.591,1.623,1.6335,1.6565,1.713,1.7,,1.591
bexar,Private School,San Antonio Christian School,80,Kindergarten,probability_exceeding_10_total_cases,0,0,0.644,0.67,0.68,0.681,0.686,0.6915,0.697,0.7005,,0.68
bexar,Private School,San Antonio Christian School,80,Kindergarten,total_infected_mean,1.6095,3.3515,12.539,31.559,63.813,96.0335,128.7475,195.295,328.0235,659.184,,63.813
harris,Private School,San Francisco Nativity Academy,94.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,,0.062
harris,Private School,San Francisco Nativity Academy,94.7,Kindergarten,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,,2.8595
potter,Private School,San Jacinto Christian Academy,64.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.838,0.8265,0.8495,0.8325,0.83,0.8365,0.836,0.8495,,0.8495
potter,Private School,San Jacinto Christian Academy,64.3,Kindergarten,total_infected_mean,3.353,7.2915,30.1835,74.189,151.5205,222.1735,295.1305,446.5275,743.363,1509.586,,151.5205
hays,Private School,San Marcos Baptist Academy,87,Kindergarten,probability_exceeding_10_total_cases,0,0,0.315,0.4895,0.51,0.5095,0.5045,0.4965,0.522,0.5185,,0.51
hays,Private School,San Marcos Baptist Academy,87,Kindergarten,total_infected_mean,1.589,2.521,5.753,13.377,25.351,37.998,49.4805,73.32,128.393,254.873,,25.351
dallas,Private School,Santa Clara of Assisi Catholic Academy,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,Santa Clara of Assisi Catholic Academy,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
hays,Private School,Santa Cruz Catholic School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
hays,Private School,Santa Cruz Catholic School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Private School,Scenic Hills Christian Academy,90.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,,0.3095
bexar,Private School,Scenic Hills Christian Academy,90.9,Kindergarten,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,,9.136
harris,Private School,School of the Woods,90.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.048,0.3,0.3485,0.365,0.3435,0.354,0.341,0.342,,0.3485
harris,Private School,School of the Woods,90.5,Kindergarten,total_infected_mean,1,1.897,3.5605,6.498,10.7845,15.205,17.0495,25.2335,36.8955,69.323,,10.7845
dallas,Private School,Scofield Christian School,93.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,,0.151
dallas,Private School,Scofield Christian School,93.3,Kindergarten,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,,4.371
harris,Private School,Second Baptist School,81.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.613,0.646,0.6385,0.6645,0.641,0.6805,0.663,0.648,,0.6385
harris,Private School,Second Baptist School,81.8,Kindergarten,total_infected_mean,1.6085,3.322,11.3725,27.3165,53.2075,83.522,106.825,170.7405,277.363,542.763,,53.2075
harris,Private School,Second Baptist School University-Model (,76.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.7325,0.742,0.7525,0.742,0.7455,0.744,0.742,0.746,,0.7525
harris,Private School,Second Baptist School University-Model (,76.2,Kindergarten,total_infected_mean,2.4285,4.3025,17.207,43.1955,86.7355,128.797,172.05,257.3855,427.7915,860.095,,86.7355
dallas,Private School,Shelton School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,Shelton School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Private School,Shepherd of the Hills Lutheran School Sa,96.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0015,0.0145,0.018,0.0175,0.0245,0.0325,0.035,,0.0145
bexar,Private School,Shepherd of the Hills Lutheran School Sa,96.3,Kindergarten,total_infected_mean,1,1,1.48,1.7865,1.9865,2.0465,1.926,2.2145,2.1935,2.318,,1.9865
lavaca,Private School,Shiner Catholic School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
lavaca,Private School,Shiner Catholic School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
brazoria,Private School,Silverline Montessori Shadow Creek,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
