County,School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,school size 10,school size 25,school size 100,school size 250,school size 500,school size 750,school size 1000,school size 1500,school size 2500,school size 5000,average_school_size,metric_average_school_size
starr,Public ISD,ROMA ISD,98.2,Kindergarten,total_infected_mean,1,1,1.138,1.2785,1.287,1.3665,1.345,1.35,1.3985,1.3795,581,1.312758
lubbock,Public ISD,ROOSEVELT ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,379,0
lubbock,Public ISD,ROOSEVELT ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,379,1
hockley,Public ISD,ROPES ISD,81.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.613,0.646,0.6385,0.6645,0.641,0.6805,0.663,0.648,622,0.651188
hockley,Public ISD,ROPES ISD,81.8,Kindergarten,total_infected_mean,1.6085,3.322,11.3725,27.3165,53.2075,83.522,106.825,170.7405,277.363,542.763,622,68.000976
nolan,Public ISD,ROSCOE COLLEGIATE ISD,66.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.8255,0.8175,0.8225,0.81,0.8135,0.8295,0.8115,0.816,3064,0.8125152
nolan,Public ISD,ROSCOE COLLEGIATE ISD,66.7,Kindergarten,total_infected_mean,3.335,7.2185,28.0205,68.332,136.618,201.3195,269.275,412.1505,671.6785,1349.9575,3064,824.6982424
falls,Public ISD,ROSEBUD-LOTT ISD,84.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.493,0.5655,0.585,0.603,0.5745,0.594,0.6025,0.6035,263,0.566514
falls,Public ISD,ROSEBUD-LOTT ISD,84.4,Kindergarten,total_infected_mean,1.6105,2.5965,8.223,19.1715,39.2495,60.2925,77.284,120.4465,202.754,407.2115,263,20.215556
fisher,Public ISD,ROTAN ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,273,0
fisher,Public ISD,ROTAN ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,273,1
williamson,Public ISD,ROUND ROCK ISD,96.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,816,0.012132
williamson,Public ISD,ROUND ROCK ISD,96.6,Kindergarten,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,816,1.87438
fayette,Public ISD,ROUND TOP-CARMINE ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,117,0
fayette,Public ISD,ROUND TOP-CARMINE ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,117,1
waller,Public ISD,ROYAL ISD,94.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0565,0.0955,0.119,0.1225,0.126,0.1355,0.1485,721,0.116274
waller,Public ISD,ROYAL ISD,94.2,Kindergarten,total_infected_mean,1,1.3775,2.0225,2.897,3.384,3.839,4.0965,4.1435,4.836,5.921,721,3.78622
bexar,Public ISD,ROYAL PUBLIC SCHOOLS,86.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.395,0.4895,0.512,0.535,0.5145,0.544,0.519,0.5285,469,0.50921
bexar,Public ISD,ROYAL PUBLIC SCHOOLS,86.8,Kindergarten,total_infected_mean,1.62,2.5415,6.5385,13.288,26.3395,40.7395,51.804,82.893,131.503,267.898,469,24.721114
rockwall,Public ISD,ROYSE CITY ISD,93.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.095,0.1595,0.176,0.1875,0.191,0.1995,0.208,912,0.183452
rockwall,Public ISD,ROYSE CITY ISD,93.2,Kindergarten,total_infected_mean,1,1.372,2.42,3.3,4.434,5.2875,6.205,6.9735,8.2165,11.615,912,5.88204
haskell,Public ISD,RULE ISD,77.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.7185,0.7175,0.727,0.729,0.716,0.7255,0.7255,0.7315,138,0.718246667
haskell,Public ISD,RULE ISD,77.8,Kindergarten,total_infected_mean,2.429,4.3355,16.1515,38.6785,77.5995,116.9285,152.7625,232.025,386.405,779.289,138,21.85834
karnes,Public ISD,RUNGE ISD,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,81,0
karnes,Public ISD,RUNGE ISD,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,81,2.386646667
cherokee,Public ISD,RUSK ISD,96.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.014,0.0175,0.0205,0.0255,0.024,411,0
cherokee,Public ISD,RUSK ISD,96.5,Kindergarten,total_infected_mean,1,1,1.4945,1.711,1.8505,1.939,2.036,2.021,2.0785,2.134,411,1.800838
el paso,Private School,Radford School,94.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,,0.0835
el paso,Private School,Radford School,94.4,Kindergarten,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,,3.0385
travis,Private School,Redeemer Lutheran School Austin,97.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,,0
travis,Private School,Redeemer Lutheran School Austin,97.4,Kindergarten,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,,1.503
nacogdoches,Private School,Regents Academy,42.9,Kindergarten,probability_exceeding_10_total_cases,0,0.9065,0.915,0.9065,0.896,0.915,0.91,0.9095,0.909,0.9045,,0.896
nacogdoches,Private School,Regents Academy,42.9,Kindergarten,total_infected_mean,5.384,13.693,53.152,129.6985,256.3285,392.5665,519.6255,779.41,1297.9245,2582.0585,,256.3285
travis,Private School,Regents School of Austin,80,Kindergarten,probability_exceeding_10_total_cases,0,0,0.644,0.67,0.68,0.681,0.686,0.6915,0.697,0.7005,,0.68
travis,Private School,Regents School of Austin,80,Kindergarten,total_infected_mean,1.6095,3.3515,12.539,31.559,63.813,96.0335,128.7475,195.295,328.0235,659.184,,63.813
travis,Private School,Renaissance Academy,97.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,,0
travis,Private School,Renaissance Academy,97.4,Kindergarten,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,,1.503
bexar,Private School,River City Believers Academy,91.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
bexar,Private School,River City Believers Academy,91.7,Kindergarten,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
harris,Private School,River Oaks Baptist School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,River Oaks Baptist School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
tarrant,Private School,Rivertree Academy,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,,0.1695
tarrant,Private School,Rivertree Academy,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,,4.77
harris,Private School,Rosehill Christian School,96.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0045,0.0055,0.0075,0.01,0.0145,0.013,,0.0045
harris,Private School,Rosehill Christian School,96.9,Kindergarten,total_infected_mean,1,1,1.472,1.579,1.734,1.7755,1.7205,1.776,1.8515,1.7945,,1.734
williamson,Private School,Round Rock Christian Academy,78,Kindergarten,probability_exceeding_10_total_cases,0,0,0.6765,0.708,0.713,0.718,0.703,0.7125,0.719,0.7205,,0.713
williamson,Private School,Round Rock Christian Academy,78,Kindergarten,total_infected_mean,2.428,4.2375,14.4545,37.4065,75.157,113.535,148.3415,225.4395,378.207,758.2475,,75.157
grayson,Public ISD,S AND S CISD,92.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.173,0.2095,0.246,0.252,0.2495,0.2485,0.269,314,0.182344
grayson,Public ISD,S AND S CISD,92.2,Kindergarten,total_infected_mean,1,1.3865,2.7635,4.374,5.7865,7.788,9.0005,10.7425,13.9275,23.558,314,4.7356
uvalde,Public ISD,SABINAL ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,231,0
uvalde,Public ISD,SABINAL ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,231,1
gregg,Public ISD,SABINE ISD,95,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,395,0.03226
gregg,Public ISD,SABINE ISD,95,Kindergarten,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,395,2.4392
jefferson,Public ISD,SABINE PASS ISD,94.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,372,0.045872
jefferson,Public ISD,SABINE PASS ISD,94.7,Kindergarten,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,372,2.692332
montague,Public ISD,SAINT JO ISD,78.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.69,0.72,0.715,0.713,0.712,0.7115,0.736,0.7005,163,0.7026
montague,Public ISD,SAINT JO ISD,78.3,Kindergarten,total_infected_mean,2.4315,4.215,14.67,37.947,74.676,111.2365,147.7315,222.092,382.068,726.274,163,24.44634
bell,Public ISD,SALADO ISD,90.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.055,0.2845,0.32,0.3305,0.328,0.3565,0.3795,0.349,809,0.32991
bell,Public ISD,SALADO ISD,90.6,Kindergarten,total_infected_mean,1,1.9705,3.7265,6.3395,10.186,13.5235,16.386,23.6785,37.44,64.0235,809,14.19905
hopkins,Public ISD,SALTILLO ISD,85.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,250,0.535
hopkins,Public ISD,SALTILLO ISD,85.7,Kindergarten,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,250,16.24
walker,Public ISD,SAM HOUSTON STATE UNIVERSITY CHARTER SCH,84.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.511,0.585,0.612,0.59,0.599,0.6005,0.6,0.607,,0.612
walker,Public ISD,SAM HOUSTON STATE UNIVERSITY CHARTER SCH,84.2,Kindergarten,total_infected_mean,1.6145,2.612,8.4825,20.529,42.134,60.756,82.0565,123.636,205.404,416.5165,,42.134
fannin,Public ISD,SAM RAYBURN ISD,96.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.0085,0.01,0.017,0.0135,0.015,234,0
fannin,Public ISD,SAM RAYBURN ISD,96.7,Kindergarten,total_infected_mean,1,1,1.471,1.6915,1.713,1.8065,1.8825,1.8915,1.8545,1.9385,234,1.66798
tom green,Public ISD,SAN ANGELO ISD,97.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0025,0.001,0.002,614,0
tom green,Public ISD,SAN ANGELO ISD,97.8,Kindergarten,total_infected_mean,1,1,1.3205,1.351,1.4065,1.419,1.404,1.474,1.4435,1.5025,614,1.4122
bexar,Public ISD,SAN ANTONIO ISD,96,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0235,0.0335,0.0435,0.045,521,0.012672
bexar,Public ISD,SAN ANTONIO ISD,96,Kindergarten,total_infected_mean,1,1,1.4835,1.847,2.057,2.1205,2.1945,2.325,2.437,2.447,521,2.062334
san augustine,Public ISD,SAN AUGUSTINE ISD,96.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,298,0
san augustine,Public ISD,SAN AUGUSTINE ISD,96.6,Kindergarten,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,298,1.702976
cameron,Public ISD,SAN BENITO CISD,98.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,422,0
cameron,Public ISD,SAN BENITO CISD,98.7,Kindergarten,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,422,1.199492
duval,Public ISD,SAN DIEGO ISD,98.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,484,0
duval,Public ISD,SAN DIEGO ISD,98.8,Kindergarten,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,484,1.166216
el paso,Public ISD,SAN ELIZARIO ISD,99.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,487,0
el paso,Public ISD,SAN ELIZARIO ISD,99.5,Kindergarten,total_infected_mean,1,1,1,1.0575,1.0625,1.0625,1.07,1.067,1.0835,1.083,487,1.06224
val verde,Public ISD,SAN FELIPE-DEL RIO CISD,93.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1155,0.1755,0.182,0.1965,0.201,0.2065,0.2105,697,0.180622
val verde,Public ISD,SAN FELIPE-DEL RIO CISD,93.1,Kindergarten,total_infected_mean,1,1.3855,2.2845,3.642,4.77,5.486,6.2815,7.349,9.1065,12.3575,697,5.334208
starr,Public ISD,SAN ISIDRO ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,76,0
starr,Public ISD,SAN ISIDRO ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,76,1
hays,Public ISD,SAN MARCOS CISD,95.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.011,0.0365,0.056,0.0515,0.068,0.0745,0.0795,685,0.05093
hays,Public ISD,SAN MARCOS CISD,95.3,Kindergarten,total_infected_mean,1,1.373,1.703,2.107,2.439,2.65,2.6515,2.9375,3.173,3.445,685,2.59514
willacy,Public ISD,SAN PERLITA ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,62,0
willacy,Public ISD,SAN PERLITA ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,62,1
san saba,Public ISD,SAN SABA ISD,98.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,246,0
san saba,Public ISD,SAN SABA ISD,98.4,Kindergarten,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,246,1.186693333
dawson,Public ISD,SANDS CISD,75,Kindergarten,probability_exceeding_10_total_cases,0,0,0.745,0.7555,0.7365,0.744,0.75,0.7555,0.7605,0.7435,232,0.75424
dawson,Public ISD,SANDS CISD,75,Kindergarten,total_infected_mean,2.432,5.1765,18.25,46.5,89.9645,136.4765,182.9125,276.1395,463.576,906.0565,232,43.11
hutchinson,Public ISD,SANFORD-FRITCH ISD,86.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.397,0.509,0.514,0.535,0.5185,0.5245,0.531,0.5205,248,0.507506667
hutchinson,Public ISD,SANFORD-FRITCH ISD,86.7,Kindergarten,total_infected_mean,1.583,2.558,6.64,14.2995,26.4835,41.6395,52.6255,81.5185,136.847,266.9675,248,14.19737333
denton,Public ISD,SANGER ISD,93,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1115,0.164,0.1965,0.1855,0.1965,0.2075,0.204,411,0.14531
denton,Public ISD,SANGER ISD,93,Kindergarten,total_infected_mean,1,1.385,2.3695,3.6005,4.6535,5.831,6.3265,7.3235,8.96,11.303,411,4.278632
coleman,Public ISD,SANTA ANNA ISD,93.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.06,0.106,0.1415,0.1405,0.147,0.156,0.1595,129,0
coleman,Public ISD,SANTA ANNA ISD,93.8,Kindergarten,total_infected_mean,1,1.3765,2.35,3.0155,3.6365,4.321,4.5345,5.107,6.0885,6.7705,129,2.478663333
galveston,Public ISD,SANTA FE ISD,95.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,643,0.042656
galveston,Public ISD,SANTA FE ISD,95.5,Kindergarten,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,643,2.508004
kleberg,Public ISD,SANTA GERTRUDIS ISD,94.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0155,0.0575,0.0745,0.0775,0.092,0.092,0.099,413,0.042884
kleberg,Public ISD,SANTA GERTRUDIS ISD,94.9,Kindergarten,total_infected_mean,1,1.391,1.9535,2.3475,2.7985,3.046,3.1885,3.4065,3.628,3.974,413,2.641552
cameron,Public ISD,SANTA MARIA ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,170,0
cameron,Public ISD,SANTA MARIA ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,170,1
cameron,Public ISD,SANTA ROSA ISD,98.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,291,0
cameron,Public ISD,SANTA ROSA ISD,98.3,Kindergarten,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,291,1.279168
palo pinto,Public ISD,SANTO ISD,89.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.136,0.3675,0.3905,0.4085,0.4145,0.402,0.442,0.4545,291,0.371272
palo pinto,Public ISD,SANTO ISD,89.2,Kindergarten,total_infected_mean,1.619,1.885,4.303,8.4245,14.4525,21.0055,27.062,39.1,71.267,139.8135,291,9.413092
fannin,Public ISD,SAVOY ISD,88.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.243,0.392,0.4485,0.443,0.473,0.4475,0.467,0.457,152,0.294653333
fannin,Public ISD,SAVOY ISD,88.5,Kindergarten,total_infected_mean,1.604,1.9045,5.0675,9.4155,18.472,25.6875,35.536,50.8695,87.868,170.806,152,6.574806667
guadalupe,Public ISD,SCHERTZ-CIBOLO-U CITY ISD,97.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0005,0.002,0.0035,0.0055,0.009,0.0075,934,0.003104
guadalupe,Public ISD,SCHERTZ-CIBOLO-U CITY ISD,97.3,Kindergarten,total_infected_mean,1,1,1.2945,1.457,1.5185,1.602,1.621,1.6515,1.727,1.7285,934,1.615984
schleicher,Public ISD,SCHLEICHER ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,110,0
schleicher,Public ISD,SCHLEICHER ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,110,1
bexar,Public ISD,SCHOOL OF SCIENCE AND TECHNOLOGY,93,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1115,0.164,0.1965,0.1855,0.1965,0.2075,0.204,800,0.1943
bexar,Public ISD,SCHOOL OF SCIENCE AND TECHNOLOGY,93,Kindergarten,total_infected_mean,1,1.385,2.3695,3.6005,4.6535,5.831,6.3265,7.3235,8.96,11.303,800,5.9301
bexar,Public ISD,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVE,95.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0025,0.025,0.0485,0.041,0.046,0.059,0.0595,,0.025
bexar,Public ISD,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVE,95.7,Kindergarten,total_infected_mean,1,1.4025,1.746,2.003,2.1955,2.5455,2.458,2.624,2.717,2.673,,2.1955
kaufman,Public ISD,SCURRY-ROSSER ISD,90.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.055,0.317,0.3365,0.341,0.378,0.3745,0.3705,0.3715,344,0.324332
kaufman,Public ISD,SCURRY-ROSSER ISD,90.2,Kindergarten,total_infected_mean,1,1.9475,3.715,7.0125,10.883,15.0895,19.494,27.3845,43.8075,82.1425,344,8.467808
gaines,Public ISD,SEAGRAVES ISD,94.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0395,0.104,0.0965,0.1045,0.123,0.104,0.1305,525,0.10325
gaines,Public ISD,SEAGRAVES ISD,94.3,Kindergarten,total_infected_mean,1,1.3835,1.985,2.654,3.4235,3.6235,3.7525,4.2045,4.017,5.5055,525,3.4435
austin,Public ISD,SEALY ISD,97.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0005,0.002,0.0035,0.0055,0.009,0.0075,777,0.002162
austin,Public ISD,SEALY ISD,97.3,Kindergarten,total_infected_mean,1,1,1.2945,1.457,1.5185,1.602,1.621,1.6515,1.727,1.7285,777,1.604052
nueces,Public ISD,SEASHORE CHARTER SCHOOLS,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,202,0
nueces,Public ISD,SEASHORE CHARTER SCHOOLS,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,202,3.4512
guadalupe,Public ISD,SEGUIN ISD,96.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0045,0.0055,0.0075,0.01,0.0145,0.013,519,0.004576
guadalupe,Public ISD,SEGUIN ISD,96.9,Kindergarten,total_infected_mean,1,1,1.472,1.579,1.734,1.7755,1.7205,1.776,1.8515,1.7945,519,1.737154
gaines,Public ISD,SEMINOLE ISD,82.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5875,0.6295,0.645,0.6455,0.6515,0.636,0.6595,0.676,514,0.645028
gaines,Public ISD,SEMINOLE ISD,82.1,Kindergarten,total_infected_mean,1.6075,3.281,10.337,26.0055,52.982,79.803,106.1875,156.111,269.794,552.4545,514,54.483976
harris,Public ISD,SER-NINOS CHARTER SCHOOL,74.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.745,0.7615,0.761,0.7535,0.744,0.757,0.747,0.744,298,0.761404
harris,Public ISD,SER-NINOS CHARTER SCHOOL,74.6,Kindergarten,total_infected_mean,2.4095,5.228,19.1295,47.7115,94.565,140.627,184.507,281.427,463.241,922.2155,298,56.707372
baylor,Public ISD,SEYMOUR ISD,92.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1695,0.213,0.2265,0.245,0.244,0.252,0.2545,198,0
baylor,Public ISD,SEYMOUR ISD,92.3,Kindergarten,total_infected_mean,1,1.3775,2.707,4.2705,5.8965,7.0895,8.6015,10.614,14.1555,20.6645,198,3.728486667
lubbock,Public ISD,SHALLOWATER ISD,91.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2115,0.2675,0.2715,0.296,0.2895,0.2875,0.321,364,0.237036
lubbock,Public ISD,SHALLOWATER ISD,91.5,Kindergarten,total_infected_mean,1,1.934,3.1845,5.1135,7.5195,9.291,11.6475,15.6155,21.4425,37.3885,364,6.210636
wheeler,Public ISD,SHAMROCK ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,343,0
wheeler,Public ISD,SHAMROCK ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,343,1
hidalgo,Public ISD,SHARYLAND ISD,97.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,757,0.000514
hidalgo,Public ISD,SHARYLAND ISD,97.6,Kindergarten,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,757,1.496136
shelby,Public ISD,SHELBYVILLE ISD,89.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.15,0.333,0.3705,0.3975,0.3875,0.402,0.418,0.399,891,0.39186
shelby,Public ISD,SHELBYVILLE ISD,89.7,Kindergarten,total_infected_mean,1.611,1.9295,4.3185,7.503,12.8185,18.575,23.471,33.9645,58.3915,106.6135,891,21.336344
harris,Public ISD,SHELDON ISD,96.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0045,0.0055,0.0075,0.01,0.0145,0.013,809,0.005972
harris,Public ISD,SHELDON ISD,96.9,Kindergarten,total_infected_mean,1,1,1.472,1.579,1.734,1.7755,1.7205,1.776,1.8515,1.7945,809,1.76252
san jacinto,Public ISD,SHEPHERD ISD,95.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0035,0.0205,0.0295,0.033,0.0395,0.039,0.0435,492,0.019956
san jacinto,Public ISD,SHEPHERD ISD,95.9,Kindergarten,total_infected_mean,1,1.392,1.673,1.956,2.1465,2.2725,2.313,2.4795,2.455,2.5615,492,2.140404
grayson,Public ISD,SHERMAN ISD,94.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0395,0.104,0.0965,0.1045,0.123,0.104,0.1305,501,0.10397
grayson,Public ISD,SHERMAN ISD,94.3,Kindergarten,total_infected_mean,1,1.3835,1.985,2.654,3.4235,3.6235,3.7525,4.2045,4.017,5.5055,501,3.4243
lavaca,Public ISD,SHINER ISD,85.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,360,0.54006
lavaca,Public ISD,SHINER ISD,85.7,Kindergarten,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,360,23.41596
hudspeth,Public ISD,SIERRA BLANCA ISD,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,100,0.5495
hudspeth,Public ISD,SIERRA BLANCA ISD,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,100,9.3105
hardin,Public ISD,SILSBEE ISD,93.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1155,0.1755,0.182,0.1965,0.201,0.2065,0.2105,647,0.179322
hardin,Public ISD,SILSBEE ISD,93.1,Kindergarten,total_infected_mean,1,1.3855,2.2845,3.642,4.77,5.486,6.2815,7.349,9.1065,12.3575,647,5.191008
briscoe,Public ISD,SILVERTON ISD,80,Kindergarten,probability_exceeding_10_total_cases,0,0,0.644,0.67,0.68,0.681,0.686,0.6915,0.697,0.7005,204,0.662026667
briscoe,Public ISD,SILVERTON ISD,80,Kindergarten,total_infected_mean,1.6095,3.3515,12.539,31.559,63.813,96.0335,128.7475,195.295,328.0235,659.184,204,25.7262
bowie,Public ISD,SIMMS ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,160,0
bowie,Public ISD,SIMMS ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,160,1
san patricio,Public ISD,SINTON ISD,99.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,351,0
san patricio,Public ISD,SINTON ISD,99.3,Kindergarten,total_infected_mean,1,1,1,1.0585,1.086,1.1175,1.1085,1.113,1.1165,1.1195,351,1.06961
cooke,Public ISD,SIVELLS BEND ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,62,0
cooke,Public ISD,SIVELLS BEND ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,62,1
bee,Public ISD,SKIDMORE-TYNAN ISD,95.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,258,0.005284
